group,object_index,mean_movement,median_movement,max_movement,movement_std,frame_count
pg3_7,3,0.08038531839612814,0.0,4.716990566028302,0.49342697701398136,97
pg3_7,4,0.17315190342301248,0.0,5.0,0.6334680497965144,97
pg3_7,5,1.1668103249313617,1.0590169943749475,3.2015621187164243,1.0452959888085225,97
pg3_7,6,0.8514910194397597,0.6035533905932737,6.576473218982953,0.9026070556483661,97
pg3_7,7,0.7515507359614665,0.5,7.516648189186454,1.0388579922328403,97
pg3_7,8,0.8965015279355072,0.5,8.06225774829855,1.1724619217216796,97
pg3_7,9,0.6860873475186865,0.5,5.0,0.7241058264557324,97
pg3_8,0,0.030369541118985943,0.0,2.9154759474226504,0.2975595178559534,97
pg3_8,1,0.09827374513361609,0.0,4.272001872658765,0.5742075364559907,97
pg3_8,2,0.059551985062794806,0.0,4.716990566028302,0.4856849949808555,97
pg3_8,3,0.0588314069843073,0.0,5.1478150704935,0.5273342203256696,97
pg3_8,4,0.1013313147645452,0.0,4.6097722286464435,0.5182386018876711,97
pg3_8,5,0.6828323778492377,0.25,9.013878188659973,1.1931340181530434,97
